Data,Tipo,Entrada,Saida,Resultado_R$,Capital_Apos
2026-02-11 17:53:43,STOP_LOSS,2.273,2.267,-1.453362604487495,998.5466373955126
2026-02-11 17:54:15,TAKE_PROFIT,2.271,2.277,0.6541385366609802,999.2007759321735
2026-02-11 17:54:41,STOP_LOSS,2.286,2.281,-1.2717245264588541,997.9290514057147
2026-02-11 17:55:50,MEDIA_EXIT,2.282,2.279,-0.9224889386342738,997.0065624670805
2026-02-11 17:57:30,MEDIA_EXIT,2.283,2.284,-0.22406942965949384,996.782493037421
2026-02-11 17:58:33,STOP_LOSS,2.282,2.276,-1.4445438283024714,995.3379492091185
2026-02-11 17:59:10,STOP_LOSS,2.28,2.273,-1.6176384270548851,993.7203107820636
